id,agent,Decision,html_url,Comment
3149019667,Copilot,Human intervation,https://github.com/remotion-dev/remotion/pull/5384,
3185225851,Copilot,Human intervation,https://github.com/microsoft/torchgeo/pull/2861,
3146145641,Devin,No Feedback-loop,https://github.com/secretlint/secretlint/pull/1066,
2867925946,Devin,Has Feedback-loop,https://github.com/liam-hq/liam/pull/762,
3103140098,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Chronicle-Wire/pull/1053,
3265564831,OpenAI_Codex,No Feedback-loop,https://github.com/ikamensh/flynt/pull/223,
3256396149,Devin,Human intervation,https://github.com/antiwork/helper/pull/807,
3104579063,Devin,No Feedback-loop,https://github.com/antiwork/flexile/pull/342,
3098333977,OpenAI_Codex,No Feedback-loop,https://github.com/skypilot-org/skypilot/pull/5787,
3071076995,OpenAI_Codex,No Feedback-loop,https://github.com/Significant-Gravitas/AutoGPT/pull/9963,
3163386327,Copilot,Human intervation,https://github.com/microsoft/vscode-pull-request-github/pull/7046,
3204644354,OpenAI_Codex,No Feedback-loop,https://github.com/robinkarlberg/transfer.zip-web/pull/36,
3188156453,OpenAI_Codex,No Feedback-loop,https://github.com/wieslawsoltes/Dock/pull/465,
3236619660,OpenAI_Codex,No Feedback-loop,https://github.com/PaloAltoNetworks/docusaurus-openapi-docs/pull/1209,
3038225278,Devin,No Feedback-loop,https://github.com/lingodotdev/lingo.dev/pull/739,
3184948232,OpenAI_Codex,No Feedback-loop,https://github.com/gluesql/gluesql/pull/1657,
3163482681,OpenAI_Codex,No Feedback-loop,https://github.com/mtrojnar/osslsigncode/pull/450,
3136213821,OpenAI_Codex,No Feedback-loop,https://github.com/mvisonneau/gitlab-ci-pipelines-exporter/pull/1008,
3064901195,Devin,No Feedback-loop,https://github.com/ryokun6/ryos/pull/26,
3162900564,OpenAI_Codex,No Feedback-loop,https://github.com/bionic-gpt/bionic-gpt/pull/863,
3134993065,OpenAI_Codex,No Feedback-loop,https://github.com/joamag/boytacean/pull/25,
3046189274,Devin,No Feedback-loop,https://github.com/tegnike/aituber-kit/pull/383,
3241955513,Devin,No Feedback-loop,https://github.com/liam-hq/liam/pull/2609,
3062904406,Devin,No Feedback-loop,https://github.com/antiwork/gumroad/pull/239,
2970665095,Claude_Code,No Feedback-loop,https://github.com/PRQL/prql/pull/5235,
3115451494,Devin,None,https://github.com/crewAIInc/crewAI/pull/2946,"Human commented, but comments were generated by agent."
3235734906,Cursor,Has Feedback-loop,https://github.com/kortix-ai/suna/pull/953,
3142676001,OpenAI_Codex,No Feedback-loop,https://github.com/root-gg/plik/pull/533,
3172579381,OpenAI_Codex,No Feedback-loop,https://github.com/dagster-io/dagster/pull/30864,
3193527516,Cursor,No Feedback-loop,https://github.com/Codehagen/Badget/pull/294,
3113025696,OpenAI_Codex,No Feedback-loop,https://github.com/anyproto/anytype-ts/pull/1438,
3081109215,OpenAI_Codex,No Feedback-loop,https://github.com/seasonedcc/remix-forms/pull/345,
3162363006,OpenAI_Codex,No Feedback-loop,https://github.com/mtrojnar/osslsigncode/pull/447,
3075506520,OpenAI_Codex,No Feedback-loop,https://github.com/thirdweb-dev/js/pull/7090,
3155060428,OpenAI_Codex,No Feedback-loop,https://github.com/promptfoo/promptfoo/pull/4532,"Human reviewed, but human corrected the PR."
3083452990,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Java-Thread-Affinity/pull/143,
3243017418,Cursor,No Feedback-loop,https://github.com/aldinokemal/go-whatsapp-web-multidevice/pull/362,
2768057346,Devin,Human intervation,https://github.com/goat-sdk/goat/pull/173,
3243548041,OpenAI_Codex,No Feedback-loop,https://github.com/openai/codex/pull/1614,
3265452846,OpenAI_Codex,No Feedback-loop,https://github.com/puemos/hls-downloader/pull/424,
3194911136,Cursor,No Feedback-loop,https://github.com/browser-use/browser-use/pull/2239,
3249977632,Devin,No Feedback-loop,https://github.com/PromtEngineer/localGPT/pull/904,
3025132724,Devin,No Feedback-loop,https://github.com/antiwork/gumroad/pull/180,
2834670369,Devin,No Feedback-loop,https://github.com/jina-ai/node-DeepResearch/pull/28,
3146058128,OpenAI_Codex,No Feedback-loop,https://github.com/SimonHalvdansson/Harmonic-HN/pull/223,
3178974587,OpenAI_Codex,No Feedback-loop,https://github.com/bruin-data/bruin/pull/841,
3208394934,OpenAI_Codex,No Feedback-loop,https://github.com/wieslawsoltes/Dock/pull/552,
3165176791,Claude_Code,No Feedback-loop,https://github.com/quarylabs/sqruff/pull/1664,Human corrected the PR with agent.
2962281107,Devin,No Feedback-loop,https://github.com/antiwork/shortest/pull/441,
3245550572,OpenAI_Codex,No Feedback-loop,https://github.com/janbjorge/pgqueuer/pull/439,
3189570878,Copilot,Human intervation,https://github.com/camunda/camunda/pull/34581,There is the policy of rewriting commits authored by an agent to a human author.
3090767416,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Java-Runtime-Compiler/pull/153,
3201596945,Devin,No Feedback-loop,https://github.com/liam-hq/liam/pull/2358,
3256336545,Devin,No Feedback-loop,https://github.com/antiwork/helper/pull/806,
3036314560,Devin,No Feedback-loop,https://github.com/mendableai/firecrawl/pull/1514,"Human reviewed, but human corrected the PR."
3150387821,Copilot,No Feedback-loop,https://github.com/primer/react/pull/6206,
3201035188,Devin,No Feedback-loop,https://github.com/airbytehq/airbyte/pull/62515,
3037104968,Devin,No Feedback-loop,https://github.com/lingodotdev/lingo.dev/pull/729,
3214141390,Cursor,No Feedback-loop,https://github.com/pickle-com/glass/pull/90,
2989842628,Devin,No Feedback-loop,https://github.com/antiwork/flexile/pull/112,
3257085645,Cursor,No Feedback-loop,https://github.com/MetaMask/metamask-mobile/pull/17520,
3251767163,Copilot,No Feedback-loop,https://github.com/dotnet/aspnetcore/pull/62853,
3155309516,OpenAI_Codex,No Feedback-loop,https://github.com/obi1kenobi/cargo-semver-checks/pull/1326,
3150646710,OpenAI_Codex,No Feedback-loop,https://github.com/go-vikunja/vikunja/pull/963,
3233495429,Cursor,No Feedback-loop,https://github.com/novuhq/novu/pull/8701,
3219513244,Cursor,No Feedback-loop,https://github.com/aldinokemal/go-whatsapp-web-multidevice/pull/336,
3189800591,OpenAI_Codex,No Feedback-loop,https://github.com/PaloAltoNetworks/docusaurus-openapi-docs/pull/1184,
3226178357,Cursor,No Feedback-loop,https://github.com/ryokun6/ryos/pull/191,
3105520772,OpenAI_Codex,No Feedback-loop,https://github.com/aipotheosis-labs/aci/pull/438,
3247725112,Claude_Code,No Feedback-loop,https://github.com/elizaOS/eliza/pull/5642,"Human reviewed, but human corrected the PR."
2776459226,Devin,No Feedback-loop,https://github.com/marimo-team/marimo/pull/3378,
3022371582,Devin,No Feedback-loop,https://github.com/antiwork/gumroad/pull/171,
3134179460,OpenAI_Codex,No Feedback-loop,https://github.com/bionic-gpt/bionic-gpt/pull/808,
3152866270,OpenAI_Codex,No Feedback-loop,https://github.com/sandrohanea/whisper.net/pull/406,
3176791121,OpenAI_Codex,No Feedback-loop,https://github.com/wieslawsoltes/Dock/pull/435,
3094432729,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Chronicle-Core/pull/785,
3144994382,OpenAI_Codex,No Feedback-loop,https://github.com/openai/openai-agents-js/pull/102,
2810425952,Devin,No Feedback-loop,https://github.com/airbytehq/airbyte/pull/52143,
3148047995,OpenAI_Codex,No Feedback-loop,https://github.com/davidmigloz/langchain_dart/pull/723,
3149485006,OpenAI_Codex,No Feedback-loop,https://github.com/elixir-lsp/vscode-elixir-ls/pull/486,
2867059564,Devin,No Feedback-loop,https://github.com/onlook-dev/onlook/pull/1446,
3029374639,Devin,Human intervation,https://github.com/synth-inc/onit/pull/184,
3260112717,OpenAI_Codex,No Feedback-loop,https://github.com/prebid/Prebid.js/pull/13663,
3141031384,OpenAI_Codex,No Feedback-loop,https://github.com/featureform/enrichmcp/pull/55,
2961968410,Devin,No Feedback-loop,https://github.com/antiwork/shortest/pull/424,
2916133951,Devin,No Feedback-loop,https://github.com/pdfme/pdfme/pull/852,
3175849392,Copilot,Has Feedback-loop,https://github.com/microsoft/Nova/pull/398,
3155326834,OpenAI_Codex,No Feedback-loop,https://github.com/gofiber/fiber/pull/3527,
2816855074,Devin,No Feedback-loop,https://github.com/onyx-dot-app/onyx/pull/3819,
3133493082,OpenAI_Codex,No Feedback-loop,https://github.com/jedisct1/dsvpn/pull/106,
3166803539,OpenAI_Codex,No Feedback-loop,https://github.com/stanford-crfm/levanter/pull/1008,
3103239869,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Chronicle-Wire/pull/1072,
3134983232,Copilot,Has Feedback-loop,https://github.com/Azure/azure-sdk-for-net/pull/50531,
3220847359,Devin,Has Feedback-loop,https://github.com/airbytehq/airbyte/pull/62923,
3078528718,OpenAI_Codex,No Feedback-loop,https://github.com/hotovo/aider-desk/pull/159,"Human reviewed, but human corrected the PR."
3166248629,Devin,No Feedback-loop,https://github.com/antiwork/gumroad/pull/409,
3075023159,Copilot,None,https://github.com/licensee/licensee/pull/859,Human merged main into the working branch.
3226970735,OpenAI_Codex,No Feedback-loop,https://github.com/parse-community/parse-dashboard/pull/2899,
3100483287,OpenAI_Codex,No Feedback-loop,https://github.com/prebid/Prebid.js/pull/13212,
3077768704,Copilot,Human intervation,https://github.com/microsoft/magentic-ui/pull/62,
2916249428,Devin,No Feedback-loop,https://github.com/pdfme/pdfme/pull/853,
3196812180,Copilot,Has Feedback-loop,https://github.com/microsoft/PowerToys/pull/40359,
3224735740,Copilot,Has Feedback-loop,https://github.com/NewFuture/DDNS/pull/512,
2791971139,Devin,No Feedback-loop,https://github.com/appsmithorg/appsmith/pull/38690,
3105400292,Devin,Has Feedback-loop,https://github.com/sam-goodwin/alchemy/pull/246,
3176925533,OpenAI_Codex,No Feedback-loop,https://github.com/wieslawsoltes/Dock/pull/449,
3246163101,OpenAI_Codex,No Feedback-loop,https://github.com/wieslawsoltes/Svg.Skia/pull/375,
3102943716,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Chronicle-Wire/pull/1016,
2866209601,Devin,No Feedback-loop,https://github.com/antiwork/shortest/pull/356,
3013465434,Devin,No Feedback-loop,https://github.com/neondatabase/neon/pull/11675,
3239561220,OpenAI_Codex,No Feedback-loop,https://github.com/parse-community/parse-dashboard/pull/2920,
3010545410,Devin,No Feedback-loop,https://github.com/liam-hq/liam/pull/1438,
3117967187,OpenAI_Codex,No Feedback-loop,https://github.com/mihneadb/node-directory-tree/pull/133,
3083442664,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Java-Thread-Affinity/pull/140,
2912958566,Devin,None,https://github.com/crewAIInc/crewAI/pull/2342,"Human commented, but comments were generated by agent."
3238930349,OpenAI_Codex,No Feedback-loop,https://github.com/parse-community/parse-dashboard/pull/2916,
3117832542,OpenAI_Codex,No Feedback-loop,https://github.com/prosekit/prosekit/pull/1051,
3070343085,OpenAI_Codex,No Feedback-loop,https://github.com/siteorigin/siteorigin-panels/pull/1270,
3121462246,OpenAI_Codex,No Feedback-loop,https://github.com/prebid/Prebid.js/pull/13277,
3264220173,OpenAI_Codex,No Feedback-loop,https://github.com/ikamensh/flynt/pull/215,
3155322770,Claude_Code,No Feedback-loop,https://github.com/JonasKruckenberg/k23/pull/480,
3221264944,Cursor,No Feedback-loop,https://github.com/mediar-ai/terminator/pull/189,
3131618459,OpenAI_Codex,No Feedback-loop,https://github.com/cartography-cncf/cartography/pull/1618,
3175164176,Devin,No Feedback-loop,https://github.com/liam-hq/liam/pull/2208,
3036882203,Devin,No Feedback-loop,https://github.com/lingodotdev/lingo.dev/pull/717,
3135984560,Devin,No Feedback-loop,https://github.com/novuhq/novu/pull/8494,
3186130281,OpenAI_Codex,No Feedback-loop,https://github.com/moonbitlang/core/pull/2382,
3074038581,Devin,Human intervation,https://github.com/novuhq/novu/pull/8335,
2961966206,Devin,No Feedback-loop,https://github.com/antiwork/shortest/pull/423,
3037760219,Devin,No Feedback-loop,https://github.com/lingodotdev/lingo.dev/pull/737,
3171062318,OpenAI_Codex,No Feedback-loop,https://github.com/go-vikunja/vikunja/pull/1000,
3000185612,Devin,No Feedback-loop,https://github.com/antiwork/flexile/pull/153,
3204683844,Copilot,Has Feedback-loop,https://github.com/microsoft/vscode/pull/254222,Incomplete Change Propagation
3000083193,Devin,Has Feedback-loop,https://github.com/cornerstonejs/cornerstone3D/pull/2016,
3103074048,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Chronicle-Wire/pull/1040,
3245435326,OpenAI_Codex,No Feedback-loop,https://github.com/StockSharp/StockSharp/pull/489,
3142914272,Copilot,None,https://github.com/microsoft/testfx/pull/5767,human intervated but just add comment
3086762625,OpenAI_Codex,No Feedback-loop,https://github.com/gofiber/fiber/pull/3471,
3094426005,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Chronicle-Core/pull/775,
3201126181,Copilot,No Feedback-loop,https://github.com/safedep/vet/pull/532,
3121751606,OpenAI_Codex,No Feedback-loop,https://github.com/SirVer/ultisnips/pull/1575,
3257546325,Devin,No Feedback-loop,https://github.com/reown-com/appkit/pull/4702,
3076300908,Copilot,Human intervation,https://github.com/dotnet/dotnet/pull/646,
3134213890,OpenAI_Codex,No Feedback-loop,https://github.com/rsyslog/rsyslog/pull/5684,
3193101857,Cursor,None,https://github.com/EvolvingLMMs-Lab/lmms-eval/pull/734,unknown bot?
3227725875,OpenAI_Codex,No Feedback-loop,https://github.com/featureform/enrichmcp/pull/146,
3244943143,Copilot,Has Feedback-loop,https://github.com/home-assistant/frontend/pull/26231,
3145321317,Devin,None,https://github.com/antiwork/flexile/pull/374,Human merged main into the working branch.
3125771920,Copilot,Has Feedback-loop,https://github.com/microsoft/perfview/pull/2225,
3141911282,Copilot,None,https://github.com/microsoft/vscode-mssql/pull/19596,Human merged main into the working branch.
3094488685,Copilot,None,https://github.com/dotnet/aspire/pull/9527,human just fix test
3080710398,Devin,No Feedback-loop,https://github.com/mendableai/firecrawl/pull/1581,
3182466609,Cursor,No Feedback-loop,https://github.com/browser-use/browser-use/pull/2150,
2960857787,Devin,Has Feedback-loop,https://github.com/GlareDB/glaredb/pull/3554,
3165174628,OpenAI_Codex,No Feedback-loop,https://github.com/Rangi42/polishedcrystal/pull/1216,
3071995758,Devin,Has Feedback-loop,https://github.com/GlareDB/glaredb/pull/3820,
3247473826,Cursor,No Feedback-loop,https://github.com/novuhq/novu/pull/8746,
3095028387,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Chronicle-Core/pull/804,
3165243502,Cursor,No Feedback-loop,https://github.com/RooCodeInc/Roo-Code/pull/4987,
3119387480,OpenAI_Codex,No Feedback-loop,https://github.com/dagster-io/dagster/pull/30489,
3016803016,Devin,No Feedback-loop,https://github.com/liam-hq/liam/pull/1489,
3226723501,Cursor,No Feedback-loop,https://github.com/basementstudio/xmcp/pull/67,
3102988229,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Chronicle-Wire/pull/1029,
2977988551,Devin,Human intervation,https://github.com/near/nearcore/pull/13318,
3070333952,OpenAI_Codex,No Feedback-loop,https://github.com/julep-ai/julep/pull/1373,
3127629424,OpenAI_Codex,No Feedback-loop,https://github.com/gofiber/fiber/pull/3508,
3031718849,Devin,Has Feedback-loop,https://github.com/neondatabase/neon/pull/11789,Simplifying and consistent API design
2895537514,Devin,No Feedback-loop,https://github.com/different-ai/note-companion/pull/350,
3115701908,OpenAI_Codex,No Feedback-loop,https://github.com/langchain-ai/langgraph/pull/4949,
3081388781,Copilot,None,https://github.com/microsoft/magentic-ui/pull/70,Human merged main into the working branch.
3257951710,OpenAI_Codex,None,https://github.com/DragonJAR/n8n-workflows-es/pull/6,url unreachable
3146000369,OpenAI_Codex,No Feedback-loop,https://github.com/Veloera/Veloera/pull/91,
3227774562,OpenAI_Codex,No Feedback-loop,https://github.com/featureform/enrichmcp/pull/148,
3153705827,Devin,Human intervation,https://github.com/antiwork/gumroad/pull/354,
3140666398,Copilot,Human intervation,https://github.com/mlflow/mlflow/pull/16231,
3244351310,OpenAI_Codex,No Feedback-loop,https://github.com/wieslawsoltes/Svg.Skia/pull/362,
3272208144,Copilot,Has Feedback-loop,https://github.com/microsoft/genaiscript/pull/1800,add auto activate logic(lack of feature
3132622672,Copilot,Human intervation,https://github.com/microsoft/typespec/pull/7602,
2961908033,Devin,No Feedback-loop,https://github.com/pdfme/pdfme/pull/903,
3111855570,OpenAI_Codex,No Feedback-loop,https://github.com/gensx-inc/gensx/pull/727,
3225419785,OpenAI_Codex,No Feedback-loop,https://github.com/StephenDev0/StikDebug/pull/223,
2970823319,Devin,None,https://github.com/near/nearcore/pull/13270,human intervated to fix test
3076965582,OpenAI_Codex,No Feedback-loop,https://github.com/unclecode/crawl4ai/pull/1137,
3070893220,OpenAI_Codex,No Feedback-loop,https://github.com/julep-ai/julep/pull/1392,
3118957301,Copilot,Human intervation,https://github.com/microsoft/vscode/pull/250670,
3107830085,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Chronicle-Wire/pull/1117,
3113500140,OpenAI_Codex,No Feedback-loop,https://github.com/ryokun6/ryos/pull/127,
3123638556,OpenAI_Codex,No Feedback-loop,https://github.com/satmihir/fair/pull/17,
2901256184,Devin,No Feedback-loop,https://github.com/airbytehq/airbyte/pull/55234,
2895988952,Devin,No Feedback-loop,https://github.com/pdfme/pdfme/pull/808,
3058666010,Devin,No Feedback-loop,https://github.com/langbot-app/LangBot/pull/1393,
3274013683,Devin,No Feedback-loop,https://github.com/antiwork/flexile/pull/664,
2961862560,Devin,None,https://github.com/antiwork/helper/pull/173,human intervation????
3242497585,Copilot,Has Feedback-loop,https://github.com/Azure/azure-sdk-for-net/pull/51345,
3077293430,OpenAI_Codex,No Feedback-loop,https://github.com/gridaco/grida/pull/342,
3257107755,OpenAI_Codex,No Feedback-loop,https://github.com/wieslawsoltes/Dock/pull/794,
3071510323,OpenAI_Codex,No Feedback-loop,https://github.com/Significant-Gravitas/AutoGPT/pull/9965,
3075757415,Devin,None,https://github.com/crewAIInc/crewAI/pull/2866,"Human commented, but comments were generated by agent + Human merged main into the working branch."
3119361825,OpenAI_Codex,No Feedback-loop,https://github.com/onlook-dev/onlook/pull/2041,
3088446174,Devin,No Feedback-loop,https://github.com/azu/promises-book/pull/371,
3241472881,Devin,No Feedback-loop,https://github.com/onlook-dev/onlook/pull/2479,bot review
3118641547,OpenAI_Codex,No Feedback-loop,https://github.com/ikamensh/flynt/pull/210,
2842228579,Devin,No Feedback-loop,https://github.com/goat-sdk/goat/pull/326,
3245273880,OpenAI_Codex,No Feedback-loop,https://github.com/StockSharp/StockSharp/pull/466,
3209628373,Cursor,No Feedback-loop,https://github.com/getsentry/sentry-javascript/pull/16832,
2862138612,Devin,Human intervation,https://github.com/liam-hq/liam/pull/753,
3099187146,Copilot,Human intervation,https://github.com/tokens-studio/figma-plugin/pull/3389,
3078939326,OpenAI_Codex,No Feedback-loop,https://github.com/elizaOS/eliza/pull/4686,
3103239046,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Chronicle-Wire/pull/1069,
3132536542,OpenAI_Codex,No Feedback-loop,https://github.com/gridaco/grida/pull/385,
3211995799,Cursor,No Feedback-loop,https://github.com/reatom/reatom/pull/1168,
3170718881,Cursor,No Feedback-loop,https://github.com/oven-sh/bun/pull/20613,
3194773927,OpenAI_Codex,No Feedback-loop,https://github.com/janbjorge/pgqueuer/pull/421,
3074410301,OpenAI_Codex,No Feedback-loop,https://github.com/oven-sh/bun/pull/19764,
3198631094,Copilot,No Feedback-loop,https://github.com/BrighterCommand/Brighter/pull/3646,bot review
3204788124,Devin,No Feedback-loop,https://github.com/antiwork/flexile/pull/441,
3135331687,OpenAI_Codex,No Feedback-loop,https://github.com/jafioti/luminal/pull/107,
3196550250,OpenAI_Codex,No Feedback-loop,https://github.com/go-vikunja/vikunja/pull/1071,committed after review but not sure it made by agent
3137800359,OpenAI_Codex,No Feedback-loop,https://github.com/rainbow-me/rainbowkit/pull/2439,
3216171285,Cursor,No Feedback-loop,https://github.com/ryokun6/ryos/pull/174,
3107828329,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Chronicle-Wire/pull/1113,
2892514403,Devin,No Feedback-loop,https://github.com/airbytehq/airbyte/pull/55182,
3231323063,OpenAI_Codex,No Feedback-loop,https://github.com/wieslawsoltes/Svg.Skia/pull/333,
3218312016,OpenAI_Codex,No Feedback-loop,https://github.com/stanford-crfm/levanter/pull/1045,
2909250747,Devin,No Feedback-loop,https://github.com/onlook-dev/onlook/pull/1576,
3146900482,Copilot,None,https://github.com/dotnet/Nerdbank.GitVersioning/pull/1208,user requested change to copilot but didnt start session because human hit the premium request limit
2768962384,Devin,No Feedback-loop,https://github.com/goat-sdk/goat/pull/184,
3221791587,Copilot,None,https://github.com/PDFMathTranslate/PDFMathTranslate-next/pull/120,url unreachable
3235994668,OpenAI_Codex,No Feedback-loop,https://github.com/wieslawsoltes/Svg.Skia/pull/343,
3152863486,Copilot,Human intervation,https://github.com/nkdAgility/azure-devops-migration-tools/pull/2758,
3095039776,OpenAI_Codex,No Feedback-loop,https://github.com/OpenHFT/Chronicle-Core/pull/806,
3187968450,Copilot,No Feedback-loop,https://github.com/camunda/camunda/pull/34544,
3118540554,Devin,Has Feedback-loop,https://github.com/airbytehq/airbyte/pull/61365,requested small visual refinement
